Genome_ID,Best_Hit_ARO,Contig,Start,Stop,Plasmid,Location_Type,Resistance Phenotype Gentamicin
573.66387,OXA-1,573.66387_2,777,1607,Col(BS512),Plasmid,0
573.53752,Shigella flexneri acrA,573.53752_13,10153,11346,IncFIB(pQil),Plasmid,0
573.53752,AAC(6')-Ib10,573.53752_2,390,995,ColRNAI,Plasmid,0
72407.2219,LAP-2,72407.2219_2,1437,2294,IncFII,Plasmid,1
573.66286,AAC(3)-IId,573.66286_2,700,1560,IncFIA(HI1),Plasmid,1
573.66286,AAC(6')-Ib10,573.66286_1,1,588,IncFIA(HI1),Plasmid,1
573.66286,arr-3,573.66286_2,685,1137,IncFIA(HI1),Plasmid,1
72407.2792,dfrA1,72407.2792_5,3694,4167,IncFIB(K),Plasmid,1
72407.2664,qacEdelta1,72407.2664_32,22018,22365,IncFII,Plasmid,1
573.66319,TEM-1,573.66319_3,1571,2431,Col440I,Plasmid,0
72407.2567,adeF,72407.2567_2,875,3985,IncQ1,Plasmid,1
72407.2567,APH(6)-Id,72407.2567_1,8,844,IncFII(K),Plasmid,1
72407.2567,AAC(3)-IId,72407.2567_1,35,895,IncFII(K),Plasmid,1
72407.2384,floR,72407.2384_7,3143,4357,IncFII(K),Plasmid,0
72407.2384,mphA,72407.2384_1,70,975,IncFIB(pKPHS1),Plasmid,0
72407.2384,dfrA27,72407.2384_1,70,543,IncFIB(pKPHS1),Plasmid,0
72407.2384,QnrS1,72407.2384_1,250,906,IncFIB(pKPHS1),Plasmid,0
72407.2384,APH(3')-Ia,72407.2384_1,138,953,IncFIB(pKPHS1),Plasmid,0
573.66521,AAC(6')-Ib10,573.66521_1,3,587,IncFIA(HI1),Plasmid,1
573.66521,aadA,573.66521_2,657,1445,IncFIA(HI1),Plasmid,1
573.66521,SHV-244,573.66521_1,2,769,IncFIA(HI1),Plasmid,1
573.66521,catII from Escherichia coli K-12,573.66521_2,671,1312,IncFIA(HI1),Plasmid,1
573.66042,QnrB2,573.66042_11,9503,10147,IncFII(pCRY),Plasmid,0
573.66042,TEM-1,573.66042_6,4177,5037,IncFIB(K),Plasmid,0
573.66032,floR,573.66032_7,3143,4357,IncFII(K),Plasmid,1
573.66503,APH(6)-Id,573.66503_3,1616,2452,IncN,Plasmid,1
573.66503,sul2,573.66503_5,3316,4131,IncFIB(K),Plasmid,1
573.66503,catA1,573.66503_3,3442,4101,IncFIB(K),Plasmid,1
573.66503,qacEdelta1,573.66503_2,951,1298,IncN,Plasmid,1
573.66503,sul1,573.66503_3,1292,2131,IncN,Plasmid,1
573.66503,AAC(3)-IId,573.66503_2,707,1567,IncN,Plasmid,1
573.66503,AAC(6')-Ib10,573.66503_1,1,588,IncFIA(HI1),Plasmid,1
573.66503,arr-3,573.66503_2,685,1137,IncN,Plasmid,1
573.66503,dfrA27,573.66503_3,1270,1743,IncN,Plasmid,1
573.66543,TEM-1,573.66543_3,1922,2782,IncN,Plasmid,1
573.66543,APH(6)-Id,573.66543_5,3503,4339,IncFIB(K),Plasmid,1
573.66543,APH(3'')-Ib,573.66543_6,4339,5142,IncFIB(K),Plasmid,1
573.66543,Mrx,573.66543_2,1023,2261,IncN,Plasmid,1
573.66543,mphA,573.66543_3,2258,3163,IncN,Plasmid,1
573.66543,AAC(3)-IId,573.66543_2,702,1562,IncFIA(HI1),Plasmid,1
573.66543,AAC(6')-Ib10,573.66543_1,1,588,IncFIA(HI1),Plasmid,1
573.66543,arr-3,573.66543_2,685,1137,IncFIA(HI1),Plasmid,1
573.66543,qacEdelta1,573.66543_1,112,459,IncFIA(HI1),Plasmid,1
573.66543,sul1,573.66543_2,453,1292,IncFIA(HI1),Plasmid,1
573.65963,AAC(3)-IId,573.65963_1,36,896,IncFIB(pKPHS1),Plasmid,1
573.65963,CTX-M-14,573.65963_1,6,881,IncFIB(pKPHS1),Plasmid,1
573.66065,CTX-M-24,573.66065_2,1699,2574,IncFII(K),Plasmid,0
573.66322,QnrB4,573.66322_7,4165,4812,IncFIB(K),Plasmid,0
573.66452,KPC-2,573.66452_1,151,1032,IncFIA(HI1),Plasmid,1
573.66452,sul2,573.66452_2,411,1226,IncN,Plasmid,1
573.66452,APH(3'')-Ib,573.66452_3,1287,2090,IncN,Plasmid,1
573.66452,mphA,573.66452_1,70,975,IncFIA(HI1),Plasmid,1
573.66452,Mrx,573.66452_2,972,2210,IncFIA(HI1),Plasmid,1
573.66452,sul1,573.66452_3,951,1790,IncFIA(HI1),Plasmid,1
573.66452,AAC(3)-IId,573.66452_2,707,1567,IncN,Plasmid,1
573.66452,arr-3,573.66452_2,685,1137,IncN,Plasmid,1
573.66452,dfrA27,573.66452_3,1270,1743,IncN,Plasmid,1
573.66431,adeF,573.66431_2,1157,4267,IncFIB(K),Plasmid,0
573.66431,QnrS1,573.66431_6,3891,4547,IncFIB(K),Plasmid,0
573.66495,dfrA14,573.66495_4,3588,4070,IncHI1B,Plasmid,0
573.66495,QnrS1,573.66495_5,3828,4484,IncHI1B,Plasmid,0
573.66495,CTX-M-14,573.66495_6,3535,4386,IncHI1B,Plasmid,0
72407.2218,fosA5,72407.2218_13,13868,14287,FIA(pBK30683),Plasmid,0
72407.2542,qacEdelta1,72407.2542_5,3701,4048,IncFIB(K),Plasmid,0
72407.2542,sul1,72407.2542_6,4042,4881,IncFIB(K),Plasmid,0
573.65989,oqxA,573.65989_6,4846,6021,IncN,Plasmid,0
573.65989,oqxB,573.65989_7,6045,9197,IncN,Plasmid,0
573.66399,QnrS1,573.66399_6,3596,4252,IncFIB(K),Plasmid,1
573.66399,TEM-1,573.66399_3,1572,2432,Col440I,Plasmid,1
72407.2206,rsmA,72407.2206_1,199,384,IncHI1B,Plasmid,0
573.66371,Klebsiella pneumoniae KpnG,573.66371_88,85344,86516,IncFIB(pKPHS1),Plasmid,0
573.66371,Klebsiella pneumoniae KpnH,573.66371_89,86532,88070,IncFIB(pKPHS1),Plasmid,0
573.66371,TEM-1,573.66371_3,1571,2431,IncFII(K),Plasmid,0
72407.2621,rsmA,72407.2621_1,418,603,IncR,Plasmid,0
72407.2621,Klebsiella pneumoniae KpnH,72407.2621_5,4883,6421,IncN,Plasmid,0
72407.2621,Klebsiella pneumoniae KpnG,72407.2621_6,6437,7609,IncN,Plasmid,0
72407.2621,acrB,72407.2621_4,3532,6678,IncN,Plasmid,0
72407.2685,oqxA,72407.2685_3,3804,4979,IncFIB(K),Plasmid,1
72407.2685,APH(3'')-Ib,72407.2685_5,4115,4918,IncFIB(K),Plasmid,1
72407.2685,APH(6)-Id,72407.2685_6,4918,5754,IncFIB(K),Plasmid,1
72407.2685,dfrA14,72407.2685_6,4603,5076,IncFIB(K),Plasmid,1
72407.2685,AAC(3)-IIe,72407.2685_1,44,904,Col440II,Plasmid,1
72407.2685,AAC(6')-Ib10,72407.2685_1,2,646,Col440II,Plasmid,1
72407.2436,TEM-1,72407.2436_5,4599,5459,IncFIB(K),Plasmid,0
573.66026,tet(D),573.66026_2,701,1885,IncFIA(HI1),Plasmid,1
573.66026,armA,573.66026_3,1309,2151,Col440I,Plasmid,1
573.66026,AAC(6')-Ib10,573.66026_1,107,706,IncFIA(HI1),Plasmid,1
573.66026,aadA5,573.66026_3,1346,2134,Col440I,Plasmid,1
573.66026,catII from Escherichia coli K-12,573.66026_2,667,1308,IncFIA(HI1),Plasmid,1
574.105,AAC(6')-Ib9,574.105_4,2863,3483,IncN,Plasmid,1
574.105,IMP-6,574.105_5,3560,4300,IncFIB(K),Plasmid,1
574.105,aadA2,574.105_6,4445,5224,IncFIB(K),Plasmid,1
573.66292,adeF,573.66292_2,1156,4266,IncFIB(K),Plasmid,1
573.66292,arr-3,573.66292_2,735,1187,IncN,Plasmid,1
573.66292,dfrA27,573.66292_3,1320,1793,IncN,Plasmid,1
573.66292,sul1,573.66292_6,3277,4116,IncFIB(K),Plasmid,1
573.66292,sul2,573.66292_2,423,1238,IncN,Plasmid,1
573.66292,APH(3'')-Ib,573.66292_3,1299,2102,IncN,Plasmid,1
573.66292,TEM-1,573.66292_6,3659,4519,IncFIB(K),Plasmid,1
573.66292,catA1,573.66292_2,221,880,IncFIA(HI1),Plasmid,1
573.66292,Mrx,573.66292_2,1023,2261,IncFIA(HI1),Plasmid,1
573.66292,AAC(3)-IId,573.66292_2,707,1567,IncN,Plasmid,1
573.66292,KPC-2,573.66292_2,989,1870,IncFIA(HI1),Plasmid,1
573.67366,arr-2,573.67366_3,695,1147,Col440I,Plasmid,
573.67366,cmlA5,573.67366_4,1468,2727,IncFIB(K),Plasmid,
573.67366,mphA,573.67366_3,1778,2683,IncFIB(K),Plasmid,
573.66514,QnrS1,573.66514_6,3596,4252,IncFIB(K),Plasmid,1
573.66514,emrR,573.66514_3,1206,1736,Col440I,Plasmid,1
573.66514,tet(A),573.66514_3,3235,4434,IncFIB(K),Plasmid,1
573.66514,arr-2,573.66514_5,4185,4670,IncFIB(K),Plasmid,1
573.66565,sul1,573.66565_4,2048,2887,IncHI1B,Plasmid,1
573.66565,catB3,573.66565_7,3988,4620,IncR,Plasmid,1
573.66565,OXA-1,573.66565_8,4758,5633,IncR,Plasmid,1
573.66565,Mrx,573.66565_2,972,2210,IncHI1B,Plasmid,1
573.66565,dfrA14,573.66565_1,2,490,IncFIA(HI1),Plasmid,1
573.66565,AAC(6')-Ib10,573.66565_1,3,641,IncFIA(HI1),Plasmid,1
573.66518,QnrS1,573.66518_27,22615,23271,IncN,Plasmid,1
573.66518,AAC(6')-Ib10,573.66518_1,3,638,IncFIA(HI1),Plasmid,1
573.66518,arr-3,573.66518_2,735,1187,IncFIA(HI1),Plasmid,1
573.66518,tet(D),573.66518_2,701,1885,IncFIA(HI1),Plasmid,1
573.66518,AAC(3)-IId,573.66518_2,707,1567,IncFIA(HI1),Plasmid,1
573.65906,Klebsiella pneumoniae KpnF,573.65906_13,11702,12031,IncFIB(K),Plasmid,0
573.65906,Klebsiella pneumoniae KpnE,573.65906_14,12018,12380,IncFIB(K),Plasmid,0
573.65906,sul1,573.65906_20,12019,12858,IncFIB(K),Plasmid,0
573.65906,CTX-M-27,573.65906_1,251,1126,IncFII(pRSB107),Plasmid,0
72407.2581,LAP-2,72407.2581_10,8031,8888,IncFII,Plasmid,0
573.66251,QnrB6,573.66251_2,157,837,IncN,Plasmid,0
573.66251,dfrA27,573.66251_1,16,489,IncN,Plasmid,0
573.66251,sul1,573.66251_1,25,864,IncN,Plasmid,0
573.66251,dfrA12,573.66251_1,416,916,IncN,Plasmid,0
573.66251,catB3,573.66251_1,139,771,IncN,Plasmid,0
573.66251,AAC(6')-Ib10,573.66251_2,59,763,IncN,Plasmid,0
573.66251,arr-3,573.66251_1,118,606,IncN,Plasmid,0
573.66555,KPC-2,573.66555_4,4564,5445,IncFIB(K),Plasmid,0
573.66555,qacEdelta1,573.66555_1,106,453,IncN,Plasmid,0
573.66555,sul1,573.66555_2,447,1286,IncN,Plasmid,0
573.66555,dfrA12,573.66555_1,1,507,IncN,Plasmid,0
72407.2602,tet(A),72407.2602_2,672,1871,IncN,Plasmid,0
72407.2602,baeR,72407.2602_23,33048,33770,IncHI1B,Plasmid,0
573.66382,rmtB,573.66382_2,646,1401,IncFII,Plasmid,0
573.66382,TEM-1,573.66382_3,1571,2431,IncFII,Plasmid,0
573.66382,AAC(6')-Ib10,573.66382_1,2,646,Col440II,Plasmid,0
573.66382,OXA-1,573.66382_2,777,1607,IncFII,Plasmid,0
573.66428,CTX-M-14,573.66428_7,3511,4386,IncHI1B,Plasmid,0
573.66428,dfrA14,573.66428_4,3403,3885,IncHI1B,Plasmid,0
573.66428,QnrS1,573.66428_5,3828,4484,IncHI1B,Plasmid,0
573.66339,APH(3'')-Ib,573.66339_3,1299,2102,IncFIA(HI1),Plasmid,1
573.66339,APH(6)-Id,573.66339_4,2102,2938,IncFIA(HI1),Plasmid,1
573.66339,Mrx,573.66339_2,972,2210,IncFIA(HI1),Plasmid,1
573.66474,KPC-2,573.66474_1,125,1006,IncN,Plasmid,1
573.66474,QnrB1,573.66474_2,821,1465,IncN,Plasmid,1
573.66474,catA1,573.66474_2,224,883,IncN,Plasmid,1
573.66474,mphA,573.66474_1,70,975,IncN,Plasmid,1
573.66474,dfrA14,573.66474_1,2,490,IncN,Plasmid,1
72407.2381,IMP-1,72407.2381_3,2244,2984,IncFIB(K),Plasmid,1
72407.2381,sul2,72407.2381_3,1863,2678,IncFIB(K),Plasmid,1
72407.2381,catII from Escherichia coli K-12,72407.2381_1,92,733,IncQ1,Plasmid,1
72407.2381,AAC(3)-IId,72407.2381_1,170,1030,IncQ1,Plasmid,1
72407.2743,floR,72407.2743_7,3143,4357,IncFIB(K),Plasmid,0
574.113,QnrB2,574.113_2,293,937,IncR,Plasmid,1
574.113,CTX-M-3,574.113_2,759,1634,IncR,Plasmid,1
574.113,arr-3,574.113_2,803,1255,IncR,Plasmid,1
574.113,dfrA27,574.113_3,1388,1861,IncQ1,Plasmid,1
574.113,sul2,574.113_1,3,830,IncR,Plasmid,1
574.113,APH(3'')-Ib,574.113_2,891,1694,IncR,Plasmid,1
574.113,APH(6)-Id,574.113_3,1694,2530,IncQ1,Plasmid,1
574.113,aadA2,574.113_2,922,1701,IncR,Plasmid,1
574.113,QnrS1,574.113_1,250,906,IncR,Plasmid,1
574.113,TEM-1,574.113_1,24,884,IncR,Plasmid,1
574.113,sul1,574.113_1,25,864,IncR,Plasmid,1
574.113,APH(3')-Ia,574.113_1,138,953,IncR,Plasmid,1
573.65924,tet(A),573.65924_4,6148,7347,IncFII(K),Plasmid,0
72407.2846,mphA,72407.2846_1,70,975,IncFII(K),Plasmid,1
72407.2846,AAC(3)-IId,72407.2846_2,306,1166,IncQ1,Plasmid,1
72407.2846,APH(3')-Ia,72407.2846_1,88,903,IncQ1,Plasmid,1
72407.2846,baeR,72407.2846_1,161,883,IncQ1,Plasmid,1
573.66252,adeF,573.66252_2,1161,4271,IncFIB(K),Plasmid,1
573.66252,AAC(3)-IIc,573.66252_4,1697,2335,IncFII(K),Plasmid,1
72407.2569,adeF,72407.2569_2,1160,4270,IncFIB(K),Plasmid,1
72407.2569,qacEdelta1,72407.2569_32,22018,22365,IncFII,Plasmid,1
72407.2569,QnrS1,72407.2569_5,3891,4547,IncFIB(K),Plasmid,1
72407.2569,sul2,72407.2569_5,3390,4205,IncFIB(K),Plasmid,1
574.119,AAC(6')-Ib10,574.119_3,2571,3185,ColRNAI,Plasmid,0
72407.2394,PmrF,72407.2394_52,56571,57554,IncFII(pHN7A8),Plasmid,0
72407.2373,marA,72407.2373_26,22649,23023,IncA/C2,Plasmid,1
72407.2373,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,72407.2373_25,22194,22628,IncA/C2,Plasmid,1
573.66047,MdtQ,573.66047_2,1718,3157,IncFIB(K),Plasmid,0
573.66047,rsmA,573.66047_1,419,604,IncL/M,Plasmid,0
573.66047,CTX-M-15,573.66047_1,280,1155,IncL/M,Plasmid,0
573.66047,aadA5,573.66047_1,234,1022,IncL/M,Plasmid,0
573.66047,qacJ,573.66047_2,1134,1562,IncL/M,Plasmid,0
573.66047,TEM-1,573.66047_1,148,1008,IncL/M,Plasmid,0
573.66047,IMP-1,573.66047_1,3,752,IncL/M,Plasmid,0
573.66047,AAC(6')-Ib8,573.66047_1,2,580,IncL/M,Plasmid,0
573.66459,CTX-M-15,573.66459_8,6756,7631,IncFII(K),Plasmid,0
573.66459,tet(A),573.66459_3,3030,4229,IncFIB(K),Plasmid,0
573.66459,mphA,573.66459_6,4966,5871,IncR,Plasmid,0
573.66459,dfrA12,573.66459_3,1434,1931,ColpVC,Plasmid,0
72407.234,sul2,72407.234_2,456,1271,ColpVC,Plasmid,0
72407.234,SHV-12,72407.234_1,74,934,Col156,Plasmid,0
72407.234,OXA-9,72407.234_2,644,1483,FIA(pBK30683),Plasmid,0
72407.234,dfrA12,72407.234_1,39,536,Col156,Plasmid,0
573.65948,oqxB,573.65948_63,59670,62822,IncFIB(K),Plasmid,0
72407.2561,qacEdelta1,72407.2561_2,937,1284,IncFIA(HI1),Plasmid,1
72407.2561,LAP-2,72407.2561_2,1437,2294,IncFIB(K),Plasmid,1
72407.2561,SHV-1,72407.2561_3,1160,2020,IncFIA(HI1),Plasmid,1
72407.2561,AAC(3)-IId,72407.2561_4,2631,3491,IncFIB(K),Plasmid,1
574.79,sul2,574.79_6,3807,4622,IncHI1B,Plasmid,0
574.79,APH(6)-Id,574.79_2,2619,3455,IncL/M(pMU407),Plasmid,0
574.79,tet(D),574.79_3,1642,2826,IncL/M(pMU407),Plasmid,0
72407.2289,CTX-M-15,72407.2289_1,49,924,IncQ1,Plasmid,0
72407.251,AAC(3)-IVa,72407.251_1,168,944,IncN,Plasmid,0
72407.251,sul3,72407.251_4,1866,2657,IncI2,Plasmid,0
573.66437,mphA,573.66437_1,70,975,Col440I,Plasmid,0
573.66437,rmtB,573.66437_2,646,1401,Col440II,Plasmid,0
573.66437,OXA-1,573.66437_2,580,1410,Col440II,Plasmid,0
573.66437,CTX-M-15,573.66437_1,140,1015,Col440I,Plasmid,0
574.65,mphA,574.65_1,69,974,Col440I,Plasmid,0
574.65,dfrA27,574.65_15,12932,13405,IncFIB(K),Plasmid,0
574.65,CTX-M-15,574.65_2,650,1525,IncFII,Plasmid,0
574.65,TEM-239,574.65_1,1,843,Col440I,Plasmid,0
574.65,dfrA14,574.65_1,2,490,Col440I,Plasmid,0
573.66248,QnrB4,573.66248_7,4165,4812,IncFIB(K),Plasmid,0
573.66248,qacEdelta1,573.66248_1,39,386,IncN,Plasmid,0
573.66248,catB3,573.66248_1,139,771,IncN,Plasmid,0
573.66248,AAC(6')-Ib10,573.66248_2,59,763,IncN,Plasmid,0
573.65936,marA,573.65936_63,54861,55235,IncFII,Plasmid,0
573.65936,QnrS1,573.65936_6,3892,4548,IncFIB(K),Plasmid,0
573.66549,adeF,573.66549_2,980,4090,IncFIB(K),Plasmid,0
573.66425,adeF,573.66425_2,980,4090,IncFIA(HI1),Plasmid,0
573.66425,AAC(6')-Ib10,573.66425_7,7557,8156,IncFIB(K),Plasmid,0
573.66425,arr-3,573.66425_8,8253,8705,IncFIB(K),Plasmid,0
573.66425,sul1,573.66425_1,25,864,IncFIA(HI1),Plasmid,0
573.66425,qacEdelta1,573.66425_2,858,1205,IncFIA(HI1),Plasmid,0
573.66312,adeF,573.66312_2,980,4090,IncFIB(K),Plasmid,0
573.66312,aadA16,573.66312_1,79,924,Col440I,Plasmid,0
573.66312,KPC-2,573.66312_2,989,1870,IncFII(K),Plasmid,0
573.66312,tet(D),573.66312_2,699,1883,IncFII(K),Plasmid,0
573.67361,OXA-1,573.67361_2,580,1410,Col440I,Plasmid,
573.66223,sul1,573.66223_30,22981,23820,IncHI2A,Plasmid,1
573.66223,qacEdelta1,573.66223_31,23814,24161,IncHI2A,Plasmid,1
573.66223,aadA16,573.66223_32,24278,25111,IncHI2A,Plasmid,1
573.66223,sul3,573.66223_6,2021,2812,IncN,Plasmid,1
573.66223,floR,573.66223_3,2437,3651,IncN,Plasmid,1
573.66223,AAC(3)-IId,573.66223_4,2631,3491,IncN,Plasmid,1
573.66223,AAC(6')-Ib10,573.66223_1,1,588,IncL/M(pMU407),Plasmid,1
72407.2558,dfrA14,72407.2558_1,2,490,IncN,Plasmid,0
72407.2558,sul2,72407.2558_2,424,1239,IncN,Plasmid,0
72407.2558,OXA-1,72407.2558_2,580,1410,IncN,Plasmid,0
72407.2558,CTX-M-15,72407.2558_2,392,1267,IncN,Plasmid,0
72407.2558,arr-3,72407.2558_1,271,756,IncN,Plasmid,0
72407.2558,AAC(6')-Ib10,72407.2558_1,2,646,IncN,Plasmid,0
573.66219,QnrB4,573.66219_7,4165,4812,IncFIB(K),Plasmid,0
573.66219,dfrA12,573.66219_1,416,916,IncN,Plasmid,0
573.66244,QnrB4,573.66244_7,4165,4812,IncFIB(K),Plasmid,0
573.66244,KPC-2,573.66244_4,4564,5445,IncFIB(K),Plasmid,0
573.66244,QnrB6,573.66244_2,157,837,IncN,Plasmid,0
573.66244,dfrA27,573.66244_2,1038,1511,ColpVC,Plasmid,0
573.66244,sul1,573.66244_1,25,864,IncN,Plasmid,0
573.66244,dfrA12,573.66244_1,2,502,IncN,Plasmid,0
573.66244,catB3,573.66244_1,139,771,IncN,Plasmid,0
573.66244,arr-3,573.66244_1,118,606,IncN,Plasmid,0
573.66434,sul1,573.66434_30,22981,23820,IncHI2A,Plasmid,1
573.66434,qacEdelta1,573.66434_31,23814,24161,IncHI2A,Plasmid,1
573.66434,aadA16,573.66434_32,24278,25123,IncHI2A,Plasmid,1
573.66554,QnrB1,573.66554_2,729,1373,IncFII(K),Plasmid,0
72407.2706,adeF,72407.2706_2,1161,4271,IncFIB(K),Plasmid,0
72407.2706,TEM-1,72407.2706_7,4274,5134,IncFIB(K),Plasmid,0
573.66258,adeF,573.66258_2,1156,4266,IncFIB(K),Plasmid,1
573.66258,KPC-2,573.66258_25,18370,19251,IncFIB(pKPHS1),Plasmid,1
573.66258,arr-3,573.66258_2,735,1187,IncN,Plasmid,1
573.66258,dfrA27,573.66258_3,1320,1793,IncN,Plasmid,1
573.66258,sul1,573.66258_6,3277,4116,IncFIB(K),Plasmid,1
573.66258,TEM-1,573.66258_1,35,895,IncFIA(HI1),Plasmid,1
573.66258,sul2,573.66258_5,3316,4131,IncFIB(K),Plasmid,1
573.66258,catA1,573.66258_2,221,880,IncFIA(HI1),Plasmid,1
573.66258,Mrx,573.66258_2,1023,2261,IncN,Plasmid,1
72407.2389,sul2,72407.2389_6,3807,4622,IncHI1B,Plasmid,0
72407.2578,ArnT,72407.2578_7,4074,5729,IncFIB(K),Plasmid,0
573.66301,QnrS1,573.66301_3,1028,1684,IncFII(K),Plasmid,0
573.66301,rmtB,573.66301_2,646,1401,Col440II,Plasmid,0
573.66301,TEM-1,573.66301_3,1571,2431,IncFII(K),Plasmid,0
72407.2276,OmpA,72407.2276_8,7868,8938,IncN,Plasmid,0
573.65947,sul2,573.65947_6,4633,5448,IncFIB(K),Plasmid,0
574.86,TEM-1,574.86_7,4274,5134,IncFIB(K),Plasmid,1
72407.2338,TEM-1,72407.2338_6,3659,4519,IncFII,Plasmid,0
72407.2338,QnrS1,72407.2338_16,12857,13513,IncFIB(K),Plasmid,0
72407.2868,TEM-1,72407.2868_6,3659,4519,IncFIB(K),Plasmid,1
573.66305,sul1,573.66305_5,4259,5098,IncFIB(K),Plasmid,0
573.66305,qacEdelta1,573.66305_6,5092,5439,IncR,Plasmid,0
573.66305,aadA16,573.66305_7,5556,6401,IncR,Plasmid,0
573.66305,KPC-2,573.66305_4,4182,5063,IncFIB(K),Plasmid,0
573.66305,qacEdelta1,573.66305_1,39,386,Col440I,Plasmid,0
573.66305,sul1,573.66305_2,380,1219,IncN,Plasmid,0
573.66545,QnrS1,573.66545_27,22616,23272,IncN,Plasmid,1
573.66545,sul1,573.66545_3,1066,1905,IncFIA(HI1),Plasmid,1
573.66545,mphA,573.66545_1,70,975,IncFIA(HI1),Plasmid,1
573.66545,Mrx,573.66545_2,972,2210,IncFIA(HI1),Plasmid,1
573.66424,adeF,573.66424_2,980,4090,IncFIB(K),Plasmid,0
573.66424,QnrB6,573.66424_6,5553,6233,IncR,Plasmid,0
573.66424,KPC-2,573.66424_4,4182,5063,IncFIB(K),Plasmid,0
573.66424,AAC(6')-Ib10,573.66424_1,1,588,IncFIA(HI1),Plasmid,0
573.66424,arr-3,573.66424_2,685,1137,IncFIA(HI1),Plasmid,0
72407.237,AAC(3)-IVa,72407.237_6,4275,5051,IncFIB(K),Plasmid,0
573.65928,TEM-1,573.65928_5,3203,4063,IncFIB(K),Plasmid,1
72407.2648,dfrA17,72407.2648_4,1809,2408,IncL/M(pMU407),Plasmid,0
72407.2648,sul2,72407.2648_3,1863,2678,IncL/M(pMU407),Plasmid,0
72407.2648,mphA,72407.2648_1,70,975,IncQ1,Plasmid,0
573.66461,BRP(MBL),573.66461_8,6331,6696,IncR,Plasmid,1
573.66461,NDM-1,573.66461_9,6700,7512,ColRNAI,Plasmid,1
573.66461,TEM-1,573.66461_1,35,895,IncFIA(HI1),Plasmid,1
573.66461,sul2,573.66461_5,3316,4131,IncFIB(K),Plasmid,1
573.66461,catA1,573.66461_3,3442,4101,IncFIB(K),Plasmid,1
573.66461,tet(D),573.66461_2,701,1885,IncN,Plasmid,1
573.66461,mphA,573.66461_1,70,975,IncFIA(HI1),Plasmid,1
573.66461,Mrx,573.66461_2,972,2210,IncFIA(HI1),Plasmid,1
573.66461,sul1,573.66461_3,951,1790,IncFIA(HI1),Plasmid,1
573.66461,AAC(3)-IId,573.66461_2,702,1562,IncN,Plasmid,1
573.66461,dfrA27,573.66461_1,70,543,IncN,Plasmid,1
573.66461,arr-3,573.66461_2,676,1128,IncN,Plasmid,1
573.66227,CTX-M-14,573.66227_2,725,1600,ColpVC,Plasmid,1
72407.2646,dfrA1,72407.2646_6,4609,5082,IncFIB(K),Plasmid,1
573.67353,SHV-11,573.67353_8,7065,7925,IncFIB(K),Plasmid,
573.66374,OXA-181,573.66374_3,4063,4860,IncX3,Plasmid,0
573.66374,rmtB,573.66374_2,646,1401,Col440II,Plasmid,0
573.66374,OXA-1,573.66374_2,580,1410,Col440II,Plasmid,0
573.67359,OXA-1,573.67359_2,580,1410,IncFIA(HI1),Plasmid,
573.67359,aadA,573.67359_1,2,778,IncFIA(HI1),Plasmid,
573.67359,AAC(6')-Ib10,573.67359_1,1,519,IncFIA(HI1),Plasmid,
72407.2501,leuO,72407.2501_2,699,1649,ColpVC,Plasmid,0
72407.2501,Klebsiella pneumoniae KpnE,72407.2501_2,1587,1949,ColpVC,Plasmid,0
72407.2501,CTX-M-15,72407.2501_3,1705,2580,ColpVC,Plasmid,0
72407.2501,AAC(6')-Ib10,72407.2501_3,1541,2197,ColpVC,Plasmid,0
72407.2866,Shigella flexneri acrA,72407.2866_2,3135,4328,IncFIB(K),Plasmid,0
573.66563,eptB,573.66563_2,2043,3716,IncN,Plasmid,0
573.66563,dfrA12,573.66563_1,416,916,IncN,Plasmid,0
573.66563,arr-3,573.66563_1,3,491,IncN,Plasmid,0
573.66519,mdtB,573.66519_2,1404,4526,IncFII(K),Plasmid,1
573.66519,AAC(3)-IId,573.66519_13,8940,9800,IncR,Plasmid,1
573.65945,ArnT,573.65945_2,615,2270,IncFIB(Mar),Plasmid,0
573.65945,AAC(6')-Ib10,573.65945_1,3,617,IncFIB(Mar),Plasmid,0
573.66333,adeF,573.66333_2,1157,4267,IncFIB(K),Plasmid,1
573.66333,aadA16,573.66333_4,1402,2247,IncFIA(HI1),Plasmid,1
573.66333,qacEdelta1,573.66333_5,2364,2711,IncFIA(HI1),Plasmid,1
573.66333,catA1,573.66333_3,3442,4101,IncFIB(K),Plasmid,1
573.66333,Mrx,573.66333_2,1023,2261,IncFIA(HI1),Plasmid,1
573.66333,mphA,573.66333_3,2258,3163,IncFIA(HI1),Plasmid,1
573.66238,adeF,573.66238_2,1157,4267,IncFIA(HI1),Plasmid,1
573.66238,sul1,573.66238_3,951,1790,IncFIA(HI1),Plasmid,1
573.66238,aadA,573.66238_3,1083,1871,IncFIA(HI1),Plasmid,1
573.66238,arr-3,573.66238_2,680,1132,IncFIA(HI1),Plasmid,1
573.66238,dfrA14,573.66238_2,446,934,IncFIA(HI1),Plasmid,1
573.66239,adeF,573.66239_2,1157,4267,IncFIA(HI1),Plasmid,1
573.66239,APH(6)-Id,573.66239_6,4918,5754,IncN,Plasmid,1
573.66239,AAC(3)-IId,573.66239_2,801,1661,IncFIA(HI1),Plasmid,1
573.66239,aadA16,573.66239_1,7,852,IncFIA(HI1),Plasmid,1
